,ï»¿REGULATING_AGENCY,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,COUNTY,CITY,ZIPCODE,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED
3562,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500028,"MCL,  AVERAGE",ARSENIC,.026 MG/L,0.010 MG/L,1/1/15,3/31/15,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3563,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500029,"MCL,  AVERAGE",CADMIUM,.007 MG/L,0.005 MG/L,10/1/14,12/31/14,1205372,2/3/09,FORMAL ENFORCEMENT ACTION ISSUED
3564,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500029,"MCL,  AVERAGE",CADMIUM,.007 MG/L,0.005 MG/L,10/1/14,12/31/14,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3565,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500029,"MCL,  AVERAGE",CADMIUM,.007 MG/L,0.005 MG/L,10/1/14,12/31/14,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3566,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500030,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,1/1/15,3/31/15,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3567,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500030,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,1/1/15,3/31/15,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3568,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500030,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,1/1/15,3/31/15,1205372,2/3/09,FORMAL ENFORCEMENT ACTION ISSUED
3569,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500031,"MCL,  AVERAGE",ARSENIC,.027 MG/L,0.010 MG/L,4/1/15,6/30/15,1205372,2/3/09,FORMAL ENFORCEMENT ACTION ISSUED
3570,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500031,"MCL,  AVERAGE",ARSENIC,.027 MG/L,0.010 MG/L,4/1/15,6/30/15,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3571,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500031,"MCL,  AVERAGE",ARSENIC,.027 MG/L,0.010 MG/L,4/1/15,6/30/15,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3572,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500032,"MCL,  AVERAGE",CADMIUM,.092 MG/L,0.005 MG/L,4/1/15,6/30/15,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3573,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500032,"MCL,  AVERAGE",CADMIUM,.092 MG/L,0.005 MG/L,4/1/15,6/30/15,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3574,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1500032,"MCL,  AVERAGE",CADMIUM,.092 MG/L,0.005 MG/L,4/1/15,6/30/15,1205372,2/3/09,FORMAL ENFORCEMENT ACTION ISSUED
3575,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600033,"MCL,  AVERAGE",ARSENIC,.026 MG/L,0.010 MG/L,7/1/15,9/30/15,1205372,2/3/09,FORMAL ENFORCEMENT ACTION ISSUED
3576,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600033,"MCL,  AVERAGE",ARSENIC,.026 MG/L,0.010 MG/L,7/1/15,9/30/15,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3577,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600033,"MCL,  AVERAGE",ARSENIC,.026 MG/L,0.010 MG/L,7/1/15,9/30/15,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3578,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600034,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,7/1/15,9/30/15,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3579,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600034,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,7/1/15,9/30/15,1205372,2/3/09,FORMAL ENFORCEMENT ACTION ISSUED
3580,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600034,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,7/1/15,9/30/15,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3581,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600035,"MCL,  AVERAGE",ARSENIC,.024 MG/L,0.010 MG/L,10/1/15,12/30/15,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3582,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600035,"MCL,  AVERAGE",ARSENIC,.024 MG/L,0.010 MG/L,10/1/15,12/30/15,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3583,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600035,"MCL,  AVERAGE",ARSENIC,.024 MG/L,0.010 MG/L,10/1/15,12/30/15,1205358,2/28/09,FORMAL ENFORCEMENT ACTION ISSUED
3584,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600035,"MCL,  AVERAGE",ARSENIC,.024 MG/L,0.010 MG/L,10/1/15,12/30/15,1205372,2/3/09,FORMAL ENFORCEMENT ACTION ISSUED
3585,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600035,"MCL,  AVERAGE",ARSENIC,.024 MG/L,0.010 MG/L,10/1/15,12/30/15,1205373,2/3/09,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3586,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600036,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,10/1/15,12/30/15,1205358,2/28/09,FORMAL ENFORCEMENT ACTION ISSUED
3587,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600036,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,10/1/15,12/30/15,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3588,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600036,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,10/1/15,12/30/15,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3589,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600036,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,10/1/15,12/30/15,1205372,2/3/09,FORMAL ENFORCEMENT ACTION ISSUED
3590,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600036,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,10/1/15,12/30/15,1205373,2/3/09,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3591,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600037,"MCL,  AVERAGE",ARSENIC,.026 MG/L,0.010 MG/L,1/1/16,3/30/16,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3592,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600037,"MCL,  AVERAGE",ARSENIC,.026 MG/L,0.010 MG/L,1/1/16,3/30/16,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3593,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600038,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,1/1/16,3/30/16,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3594,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600038,"MCL,  AVERAGE",CADMIUM,.008 MG/L,0.005 MG/L,1/1/16,3/30/16,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3595,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600039,"MCL,  AVERAGE",ARSENIC,.024 MG/L,0.010 MG/L,4/1/16,6/30/16,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3596,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600039,"MCL,  AVERAGE",ARSENIC,.024 MG/L,0.010 MG/L,4/1/16,6/30/16,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3597,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600040,"MCL,  AVERAGE",CADMIUM,.006 MG/L,0.005 MG/L,4/1/16,6/30/16,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3598,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600040,"MCL,  AVERAGE",CADMIUM,.006 MG/L,0.005 MG/L,4/1/16,6/30/16,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3599,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600041,"MCL,  AVERAGE",ARSENIC,.024 MG/L,0.010 MG/L,7/1/16,9/30/16,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3600,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600041,"MCL,  AVERAGE",ARSENIC,.024 MG/L,0.010 MG/L,7/1/16,9/30/16,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3601,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600042,"MCL,  AVERAGE",CADMIUM,.006 MG/L,0.005 MG/L,7/1/16,9/30/16,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3602,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600042,"MCL,  AVERAGE",CADMIUM,.006 MG/L,0.005 MG/L,7/1/16,9/30/16,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3603,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600043,"MCL,  AVERAGE",ARSENIC,.023 MG/L,.010 MG/L,10/1/16,12/31/16,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3604,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600043,"MCL,  AVERAGE",ARSENIC,.023 MG/L,.010 MG/L,10/1/16,12/31/16,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3605,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600044,"MCL,  AVERAGE",CADMIUM,.006 MG/L,.005 MG/L,10/1/16,12/31/16,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3606,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600044,"MCL,  AVERAGE",CADMIUM,.006 MG/L,.005 MG/L,10/1/16,12/31/16,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3607,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600045,"MCL,  AVERAGE",ARSENIC,.021 MG/L,.010 MG/L,1/1/17,3/31/17,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3608,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600045,"MCL,  AVERAGE",ARSENIC,.021 MG/L,.010 MG/L,1/1/17,3/31/17,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3609,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600046,"MCL,  AVERAGE",CADMIUM,.008 MG/L,.005 MG/L,1/1/17,3/31/17,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3610,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600046,"MCL,  AVERAGE",CADMIUM,.008 MG/L,.005 MG/L,1/1/17,3/31/17,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3611,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600047,"MCL,  AVERAGE",ARSENIC,.019 MG/L,.010 MG/L,4/1/17,6/30/17,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3612,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600047,"MCL,  AVERAGE",ARSENIC,.019 MG/L,.010 MG/L,4/1/17,6/30/17,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3613,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600048,"MCL,  AVERAGE",CADMIUM,.008 MG/L,.005 MG/L,4/1/17,6/30/17,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3614,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600048,"MCL,  AVERAGE",CADMIUM,.008 MG/L,.005 MG/L,4/1/17,6/30/17,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3615,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600049,"MCL,  AVERAGE",ARSENIC,.017 MG/L,.010 MG/L,7/1/17,12/31/17,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3616,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600049,"MCL,  AVERAGE",ARSENIC,.017 MG/L,.010 MG/L,7/1/17,12/31/17,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3617,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600050,"MCL,  AVERAGE",CADMIUM,.008 MG/L,.005 MG/L,7/1/17,9/30/17,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3618,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600050,"MCL,  AVERAGE",CADMIUM,.008 MG/L,.005 MG/L,7/1/17,9/30/17,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3619,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600051,"MCL,  AVERAGE",ARSENIC,.018 MG/L,.010 MG/L,10/1/17,12/31/17,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3620,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600051,"MCL,  AVERAGE",ARSENIC,.018 MG/L,.010 MG/L,10/1/17,12/31/17,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3621,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600052,"MCL,  AVERAGE",CADMIUM,.009 MG/L,.005 MG/L,10/1/17,12/31/17,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3622,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600052,"MCL,  AVERAGE",CADMIUM,.009 MG/L,.005 MG/L,10/1/17,12/31/17,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3623,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600053,"MCL,  AVERAGE",CADMIUM,.009 MG/L,.005 MG/L,1/1/18,3/31/18,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3624,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600053,"MCL,  AVERAGE",CADMIUM,.009 MG/L,.005 MG/L,1/1/18,3/31/18,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3625,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600054,"MCL,  AVERAGE",ARSENIC,.018 MG/L,.010 MG/L,1/1/18,3/31/18,1706236,8/24/16,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3626,LPA57 - MONTEREY COUNTY,CA2701221,WASHINGTON  SCHOOL WS,NON-TRANSIENT NON-COMMUNITY,250,1,MONTEREY,SALINAS,93908,1600054,"MCL,  AVERAGE",ARSENIC,.018 MG/L,.010 MG/L,1/1/18,3/31/18,1706235,8/24/16,FORMAL ENFORCEMENT ACTION ISSUED
3746,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1200030,"MCL,  AVERAGE",ARSENIC,.017 MG/L,0.010 MG/L,1/1/12,3/31/12,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3747,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1200030,"MCL,  AVERAGE",ARSENIC,.017 MG/L,0.010 MG/L,1/1/12,3/31/12,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3748,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1200031,"MCL,  AVERAGE",ARSENIC,.021 MG/L,0.010 MG/L,7/1/12,9/30/12,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3749,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1200031,"MCL,  AVERAGE",ARSENIC,.021 MG/L,0.010 MG/L,7/1/12,9/30/12,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3750,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1200032,"MCL, SINGLE SAMPLE",ARSENIC,.026 MG/L,0.010 MG/L,10/1/12,12/31/12,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3751,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1200032,"MCL, SINGLE SAMPLE",ARSENIC,.026 MG/L,0.010 MG/L,10/1/12,12/31/12,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3752,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1300033,"MCL, SINGLE SAMPLE",ARSENIC,.026 MG/L,0.010 MG/L,1/1/13,3/31/13,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3753,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1300033,"MCL, SINGLE SAMPLE",ARSENIC,.026 MG/L,0.010 MG/L,1/1/13,3/31/13,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3754,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1300034,"MCL, SINGLE SAMPLE",ARSENIC,.041 MG/L,0.010 MG/L,4/1/13,6/30/13,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3755,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1300034,"MCL, SINGLE SAMPLE",ARSENIC,.041 MG/L,0.010 MG/L,4/1/13,6/30/13,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3756,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1300034,"MCL, SINGLE SAMPLE",ARSENIC,.041 MG/L,0.010 MG/L,4/1/13,6/30/13,904488,10/24/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3757,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1400035,"MCL, SINGLE SAMPLE",ARSENIC,.018 MG/L,0.010 MG/L,7/1/13,9/30/13,1506169,12/8/15,FORMAL ENFORCEMENT ACTION ISSUED
3758,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1400035,"MCL, SINGLE SAMPLE",ARSENIC,.018 MG/L,0.010 MG/L,7/1/13,9/30/13,904488,10/24/08,OTHER INFORMAL ENFORCEMENT ACTION TAKEN
3759,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1400035,"MCL, SINGLE SAMPLE",ARSENIC,.018 MG/L,0.010 MG/L,7/1/13,9/30/13,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
3760,LPA57 - MONTEREY COUNTY,CA2701926,MORO RD WS #09,COMMUNITY,210,65,MONTEREY,SALINAS,93907,1400036,"MCL,  AVERAGE",ARSENIC,.025 MG/L,0.010 MG/L,10/1/13,12/31/13,1205365,1/22/09,FORMAL ENFORCEMENT ACTION ISSUED
